0.0033003	0.000535648	0.00136855	
0.00331265	0.000528435	0.00136619	
0.00331078	0.000541467	0.00136988	
0.0033213	0.000536143	0.00136865	
0.00333296	0.000558227	0.00137414	
0.00334263	0.000552608	0.00137254	
0.00334132	0.000566661	0.00137644	
0.00335553	0.000559135	0.00137482	
0.00331806	0.000526863	0.00136654	
0.00333119	0.000519897	0.00136451	
0.00332875	0.000532718	0.00136795	
0.00334234	0.000527702	0.00136799	
0.00335093	0.000549093	0.00137216	
0.00336109	0.000543624	0.00137078	
0.00336924	0.000540174	0.00137039	
0.00337935	0.000534825	0.00136903	
